timestamp,x,y,z
2025-01-25 21:27:32.172363500,-92.9448,224.931,189.976
2025-01-25 21:27:32.175328600,-92.8206,224.956,189.976
2025-01-25 21:27:32.178330100,-92.6964,224.981,189.976
2025-01-25 21:27:32.181573100,-92.5722,225.006,189.976
2025-01-25 21:27:32.184349500,-92.4479,225.031,189.976
2025-01-25 21:27:32.187371400,-92.3236,225.056,189.977
2025-01-25 21:27:32.190346500,-92.1993,225.081,189.977
2025-01-25 21:27:32.193380600,-92.075,225.106,189.977
2025-01-25 21:27:32.196558200,-91.9506,225.131,189.977
2025-01-25 21:27:32.199523200,-91.8261,225.156,189.978
2025-01-25 21:27:32.202343800,-91.7017,225.181,189.978
2025-01-25 21:27:32.205427000,-91.5772,225.206,189.978
2025-01-25 21:27:32.208348600,-91.4527,225.231,189.978
2025-01-25 21:27:32.211332700,-91.3281,225.256,189.979
2025-01-25 21:27:32.214756700,-91.2035,225.281,189.979
2025-01-25 21:27:32.217538400,-91.0789,225.306,189.979
2025-01-25 21:27:32.220448500,-90.9542,225.331,189.979
2025-01-25 21:27:32.223364300,-90.8296,225.356,189.979
2025-01-25 21:27:32.226348400,-90.7048,225.381,189.98
2025-01-25 21:27:32.229435300,-90.5801,225.406,189.98
2025-01-25 21:27:32.232534600,-90.4553,225.432,189.98
2025-01-25 21:27:32.235351600,-90.3305,225.457,189.98
2025-01-25 21:27:32.238383500,-90.2057,225.482,189.981
2025-01-25 21:27:32.241349600,-90.0808,225.507,189.981
2025-01-25 21:27:32.244342400,-89.9559,225.532,189.981
2025-01-25 21:27:32.247505700,-89.8309,225.557,189.981
2025-01-25 21:27:32.250360500,-89.706,225.583,189.982
2025-01-25 21:27:32.253353100,-89.581,225.608,189.982
2025-01-25 21:27:32.256353900,-89.4559,225.633,189.982
2025-01-25 21:27:32.259343600,-89.3308,225.659,189.982
2025-01-25 21:27:32.262409200,-89.2057,225.684,189.982
2025-01-25 21:27:32.265393900,-89.0806,225.709,189.983
2025-01-25 21:27:32.268335000,-88.9554,225.734,189.983
2025-01-25 21:27:32.271400200,-88.8302,225.76,189.983
2025-01-25 21:27:32.274336500,-88.7049,225.785,189.983
2025-01-25 21:27:32.277335600,-88.5796,225.811,189.984
2025-01-25 21:27:32.280491300,-88.4543,225.836,189.984
2025-01-25 21:27:32.283376900,-88.329,225.861,189.984
2025-01-25 21:27:32.286328500,-88.2036,225.887,189.984
2025-01-25 21:27:32.289346400,-88.0782,225.912,189.984
2025-01-25 21:27:32.292345900,-87.9527,225.938,189.985
2025-01-25 21:27:32.295330200,-87.8272,225.963,189.985
2025-01-25 21:27:32.298400400,-87.7017,225.989,189.985
2025-01-25 21:27:32.301321800,-87.5762,226.015,189.985
2025-01-25 21:27:32.304374100,-87.4506,226.04,189.986
2025-01-25 21:27:32.307372600,-87.325,226.066,189.986
2025-01-25 21:27:32.310315300,-87.1994,226.091,189.986
2025-01-25 21:27:32.313457100,-87.0737,226.117,189.986
2025-01-25 21:27:32.316354000,-86.948,226.143,189.987
2025-01-25 21:27:32.319314400,-86.8223,226.169,189.987
2025-01-25 21:27:32.323095700,-86.6965,226.194,189.987
2025-01-25 21:27:32.325344800,-86.5707,226.22,189.987
2025-01-25 21:27:32.328330200,-86.4449,226.246,189.988
